prob_threshold,pixel_threshold,TP,FP,FN,TN,sensitivity,PPV,specificity,F1
0.7,4400,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.7,4500,12,2,43,142,0.2182,0.8571,0.9861,0.3478
0.7,4600,12,2,43,142,0.2182,0.8571,0.9861,0.3478
0.7,4700,12,2,43,142,0.2182,0.8571,0.9861,0.3478
0.7,4800,11,2,44,142,0.2,0.8462,0.9861,0.3235
0.7,4900,10,2,45,142,0.1818,0.8333,0.9861,0.2985
0.7,5000,10,2,45,142,0.1818,0.8333,0.9861,0.2985
0.75,0,55,112,0,32,1.0,0.3293,0.2222,0.4955
0.75,100,55,99,0,45,1.0,0.3571,0.3125,0.5263
0.75,200,55,94,0,50,1.0,0.3691,0.3472,0.5392
0.75,300,55,86,0,58,1.0,0.3901,0.4028,0.5612
0.75,400,55,79,0,65,1.0,0.4104,0.4514,0.582
0.75,500,55,71,0,73,1.0,0.4365,0.5069,0.6077
0.75,600,55,65,0,79,1.0,0.4583,0.5486,0.6286
0.75,700,54,55,1,89,0.9818,0.4954,0.6181,0.6585
0.75,800,54,49,1,95,0.9818,0.5243,0.6597,0.6835
0.75,900,54,45,1,99,0.9818,0.5455,0.6875,0.7013
0.75,1000,53,39,2,105,0.9636,0.5761,0.7292,0.7211
0.75,1100,52,29,3,115,0.9455,0.642,0.7986,0.7647
0.75,1200,49,25,6,119,0.8909,0.6622,0.8264,0.7597
0.75,1300,49,24,6,120,0.8909,0.6712,0.8333,0.7656
0.75,1400,46,20,9,124,0.8364,0.697,0.8611,0.7603
0.75,1500,46,20,9,124,0.8364,0.697,0.8611,0.7603
0.75,1600,44,14,11,130,0.8,0.7586,0.9028,0.7788
0.75,1700,44,13,11,131,0.8,0.7719,0.9097,0.7857
0.75,1800,42,11,13,133,0.7636,0.7925,0.9236,0.7778
0.75,1900,41,8,14,136,0.7455,0.8367,0.9444,0.7885
0.75,2000,41,7,14,137,0.7455,0.8542,0.9514,0.7961
0.75,2100,38,7,17,137,0.6909,0.8444,0.9514,0.76
0.75,2200,38,7,17,137,0.6909,0.8444,0.9514,0.76
0.75,2300,35,7,20,137,0.6364,0.8333,0.9514,0.7216
0.75,2400,34,6,21,138,0.6182,0.85,0.9583,0.7158
0.75,2500,33,6,22,138,0.6,0.8462,0.9583,0.7021
0.75,2600,29,5,26,139,0.5273,0.8529,0.9653,0.6517
0.75,2700,25,4,30,140,0.4545,0.8621,0.9722,0.5952
0.75,2800,24,2,31,142,0.4364,0.9231,0.9861,0.5926
0.75,2900,21,2,34,142,0.3818,0.913,0.9861,0.5385
0.75,3000,21,2,34,142,0.3818,0.913,0.9861,0.5385
0.75,3100,21,2,34,142,0.3818,0.913,0.9861,0.5385
0.75,3200,21,2,34,142,0.3818,0.913,0.9861,0.5385
0.75,3300,17,2,38,142,0.3091,0.8947,0.9861,0.4595
0.75,3400,16,2,39,142,0.2909,0.8889,0.9861,0.4384
0.75,3500,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.75,3600,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.75,3700,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.75,3800,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.75,3900,12,2,43,142,0.2182,0.8571,0.9861,0.3478
0.75,4000,12,2,43,142,0.2182,0.8571,0.9861,0.3478
0.75,4100,12,2,43,142,0.2182,0.8571,0.9861,0.3478
0.75,4200,10,2,45,142,0.1818,0.8333,0.9861,0.2985
0.75,4300,9,2,46,142,0.1636,0.8182,0.9861,0.2727
0.75,4400,8,2,47,142,0.1455,0.8,0.9861,0.2462
0.75,4500,7,1,48,143,0.1273,0.875,0.9931,0.2222
0.75,4600,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.75,4700,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.75,4800,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.75,4900,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.75,5000,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.8,0,55,110,0,34,1.0,0.3333,0.2361,0.5
0.8,100,55,90,0,54,1.0,0.3793,0.375,0.55
0.8,200,55,80,0,64,1.0,0.4074,0.4444,0.5789
0.8,300,55,67,0,77,1.0,0.4508,0.5347,0.6215
0.8,400,54,51,1,93,0.9818,0.5143,0.6458,0.675
0.8,500,54,45,1,99,0.9818,0.5455,0.6875,0.7013
0.8,600,54,40,1,104,0.9818,0.5745,0.7222,0.7248
0.8,700,52,36,3,108,0.9455,0.5909,0.75,0.7273
0.8,800,50,28,5,116,0.9091,0.641,0.8056,0.7519
0.8,900,49,24,6,120,0.8909,0.6712,0.8333,0.7656
0.8,1000,46,16,9,128,0.8364,0.7419,0.8889,0.7863
0.8,1100,46,12,9,132,0.8364,0.7931,0.9167,0.8142
0.8,1200,43,12,12,132,0.7818,0.7818,0.9167,0.7818
0.8,1300,42,9,13,135,0.7636,0.8235,0.9375,0.7925
0.8,1400,37,8,18,136,0.6727,0.8222,0.9444,0.74
0.8,1500,37,7,18,137,0.6727,0.8409,0.9514,0.7475
0.8,1600,35,7,20,137,0.6364,0.8333,0.9514,0.7216
0.8,1700,31,7,24,137,0.5636,0.8158,0.9514,0.6667
0.8,1800,31,5,24,139,0.5636,0.8611,0.9653,0.6813
0.8,1900,27,5,28,139,0.4909,0.8438,0.9653,0.6207
0.8,2000,26,4,29,140,0.4727,0.8667,0.9722,0.6118
0.8,2100,25,4,30,140,0.4545,0.8621,0.9722,0.5952
0.8,2200,23,4,32,140,0.4182,0.8519,0.9722,0.561
0.8,2300,22,4,33,140,0.4,0.8462,0.9722,0.5432
0.8,2400,21,2,34,142,0.3818,0.913,0.9861,0.5385
0.8,2500,18,2,37,142,0.3273,0.9,0.9861,0.48
0.8,2600,16,2,39,142,0.2909,0.8889,0.9861,0.4384
0.8,2700,16,2,39,142,0.2909,0.8889,0.9861,0.4384
0.8,2800,14,2,41,142,0.2545,0.875,0.9861,0.3944
0.8,2900,14,2,41,142,0.2545,0.875,0.9861,0.3944
0.8,3000,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.8,3100,13,2,42,142,0.2364,0.8667,0.9861,0.3714
0.8,3200,12,1,43,143,0.2182,0.9231,0.9931,0.3529
0.8,3300,10,1,45,143,0.1818,0.9091,0.9931,0.303
0.8,3400,9,1,46,143,0.1636,0.9,0.9931,0.2769
0.8,3500,8,1,47,143,0.1455,0.8889,0.9931,0.25
0.8,3600,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.8,3700,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.8,3800,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.8,3900,5,1,50,143,0.0909,0.8333,0.9931,0.1639
0.8,4000,4,1,51,143,0.0727,0.8,0.9931,0.1333
0.8,4100,4,1,51,143,0.0727,0.8,0.9931,0.1333
0.8,4200,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.8,4300,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.8,4400,2,1,53,143,0.0364,0.6667,0.9931,0.069
0.8,4500,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.8,4600,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.8,4700,0,1,55,143,0.0,0.0,0.9931,0.0
0.8,4800,0,1,55,143,0.0,0.0,0.9931,0.0
0.8,4900,0,1,55,143,0.0,0.0,0.9931,0.0
0.8,5000,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,0,55,100,0,44,1.0,0.3548,0.3056,0.5238
0.85,100,55,70,0,74,1.0,0.44,0.5139,0.6111
0.85,200,54,50,1,94,0.9818,0.5192,0.6528,0.6792
0.85,300,54,40,1,104,0.9818,0.5745,0.7222,0.7248
0.85,400,52,35,3,109,0.9455,0.5977,0.7569,0.7324
0.85,500,50,25,5,119,0.9091,0.6667,0.8264,0.7692
0.85,600,47,20,8,124,0.8545,0.7015,0.8611,0.7705
0.85,700,43,15,12,129,0.7818,0.7414,0.8958,0.7611
0.85,800,38,9,17,135,0.6909,0.8085,0.9375,0.7451
0.85,900,36,8,19,136,0.6545,0.8182,0.9444,0.7273
0.85,1000,31,7,24,137,0.5636,0.8158,0.9514,0.6667
0.85,1100,31,6,24,138,0.5636,0.8378,0.9583,0.6739
0.85,1200,29,5,26,139,0.5273,0.8529,0.9653,0.6517
0.85,1300,26,4,29,140,0.4727,0.8667,0.9722,0.6118
0.85,1400,22,4,33,140,0.4,0.8462,0.9722,0.5432
0.85,1500,21,4,34,140,0.3818,0.84,0.9722,0.525
0.85,1600,21,4,34,140,0.3818,0.84,0.9722,0.525
0.85,1700,21,4,34,140,0.3818,0.84,0.9722,0.525
0.85,1800,19,4,36,140,0.3455,0.8261,0.9722,0.4872
0.85,1900,18,4,37,140,0.3273,0.8182,0.9722,0.4675
0.85,2000,17,3,38,141,0.3091,0.85,0.9792,0.4533
0.85,2100,16,2,39,142,0.2909,0.8889,0.9861,0.4384
0.85,2200,15,1,40,143,0.2727,0.9375,0.9931,0.4225
0.85,2300,11,1,44,143,0.2,0.9167,0.9931,0.3284
0.85,2400,9,1,46,143,0.1636,0.9,0.9931,0.2769
0.85,2500,8,1,47,143,0.1455,0.8889,0.9931,0.25
0.85,2600,7,1,48,143,0.1273,0.875,0.9931,0.2222
0.85,2700,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.85,2800,5,1,50,143,0.0909,0.8333,0.9931,0.1639
0.85,2900,5,1,50,143,0.0909,0.8333,0.9931,0.1639
0.85,3000,4,1,51,143,0.0727,0.8,0.9931,0.1333
0.85,3100,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.85,3200,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.85,3300,2,1,53,143,0.0364,0.6667,0.9931,0.069
0.85,3400,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.85,3500,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.85,3600,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.85,3700,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.85,3800,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.85,3900,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4000,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4100,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4200,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4300,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4400,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4500,0,1,55,143,0.0,0.0,0.9931,0.0
0.85,4600,0,0,55,144,0.0,,1.0,0.0
0.85,4700,0,0,55,144,0.0,,1.0,0.0
0.85,4800,0,0,55,144,0.0,,1.0,0.0
0.85,4900,0,0,55,144,0.0,,1.0,0.0
0.85,5000,0,0,55,144,0.0,,1.0,0.0
0.9,0,55,80,0,64,1.0,0.4074,0.4444,0.5789
0.9,100,53,42,2,102,0.9636,0.5579,0.7083,0.7067
0.9,200,47,28,8,116,0.8545,0.6267,0.8056,0.7231
0.9,300,43,19,12,125,0.7818,0.6935,0.8681,0.735
0.9,400,37,12,18,132,0.6727,0.7551,0.9167,0.7115
0.9,500,32,11,23,133,0.5818,0.7442,0.9236,0.6531
0.9,600,26,8,29,136,0.4727,0.7647,0.9444,0.5843
0.9,700,24,4,31,140,0.4364,0.8571,0.9722,0.5783
0.9,800,21,4,34,140,0.3818,0.84,0.9722,0.525
0.9,900,20,3,35,141,0.3636,0.8696,0.9792,0.5128
0.9,1000,18,3,37,141,0.3273,0.8571,0.9792,0.4737
0.9,1100,17,3,38,141,0.3091,0.85,0.9792,0.4533
0.9,1200,15,3,40,141,0.2727,0.8333,0.9792,0.411
0.9,1300,14,3,41,141,0.2545,0.8235,0.9792,0.3889
0.9,1400,11,3,44,141,0.2,0.7857,0.9792,0.3188
0.9,1500,9,3,46,141,0.1636,0.75,0.9792,0.2687
0.9,1600,9,3,46,141,0.1636,0.75,0.9792,0.2687
0.9,1700,8,2,47,142,0.1455,0.8,0.9861,0.2462
0.9,1800,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.9,1900,6,1,49,143,0.1091,0.8571,0.9931,0.1935
0.9,2000,5,1,50,143,0.0909,0.8333,0.9931,0.1639
0.9,2100,5,1,50,143,0.0909,0.8333,0.9931,0.1639
0.9,2200,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.9,2300,2,1,53,143,0.0364,0.6667,0.9931,0.069
0.9,2400,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.9,2500,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.9,2600,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.9,2700,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.9,2800,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,2900,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,3000,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,3100,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,3200,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,3300,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,3400,0,1,55,143,0.0,0.0,0.9931,0.0
0.9,3500,0,0,55,144,0.0,,1.0,0.0
0.9,3600,0,0,55,144,0.0,,1.0,0.0
0.9,3700,0,0,55,144,0.0,,1.0,0.0
0.9,3800,0,0,55,144,0.0,,1.0,0.0
0.9,3900,0,0,55,144,0.0,,1.0,0.0
0.9,4000,0,0,55,144,0.0,,1.0,0.0
0.9,4100,0,0,55,144,0.0,,1.0,0.0
0.9,4200,0,0,55,144,0.0,,1.0,0.0
0.9,4300,0,0,55,144,0.0,,1.0,0.0
0.9,4400,0,0,55,144,0.0,,1.0,0.0
0.9,4500,0,0,55,144,0.0,,1.0,0.0
0.9,4600,0,0,55,144,0.0,,1.0,0.0
0.9,4700,0,0,55,144,0.0,,1.0,0.0
0.9,4800,0,0,55,144,0.0,,1.0,0.0
0.9,4900,0,0,55,144,0.0,,1.0,0.0
0.9,5000,0,0,55,144,0.0,,1.0,0.0
0.95,0,50,40,5,104,0.9091,0.5556,0.7222,0.6897
0.95,100,29,14,26,130,0.5273,0.6744,0.9028,0.5918
0.95,200,22,8,33,136,0.4,0.7333,0.9444,0.5176
0.95,300,19,5,36,139,0.3455,0.7917,0.9653,0.481
0.95,400,13,4,42,140,0.2364,0.7647,0.9722,0.3611
0.95,500,11,3,44,141,0.2,0.7857,0.9792,0.3188
0.95,600,10,3,45,141,0.1818,0.7692,0.9792,0.2941
0.95,700,9,3,46,141,0.1636,0.75,0.9792,0.2687
0.95,800,8,3,47,141,0.1455,0.7273,0.9792,0.2424
0.95,900,6,3,49,141,0.1091,0.6667,0.9792,0.1875
0.95,1000,4,3,51,141,0.0727,0.5714,0.9792,0.129
0.95,1100,4,3,51,141,0.0727,0.5714,0.9792,0.129
0.95,1200,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.95,1300,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.95,1400,3,1,52,143,0.0545,0.75,0.9931,0.1017
0.95,1500,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.95,1600,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.95,1700,1,1,54,143,0.0182,0.5,0.9931,0.0351
0.95,1800,0,1,55,143,0.0,0.0,0.9931,0.0
0.95,1900,0,1,55,143,0.0,0.0,0.9931,0.0
0.95,2000,0,0,55,144,0.0,,1.0,0.0
0.95,2100,0,0,55,144,0.0,,1.0,0.0
0.95,2200,0,0,55,144,0.0,,1.0,0.0
0.95,2300,0,0,55,144,0.0,,1.0,0.0
0.95,2400,0,0,55,144,0.0,,1.0,0.0
0.95,2500,0,0,55,144,0.0,,1.0,0.0
0.95,2600,0,0,55,144,0.0,,1.0,0.0
0.95,2700,0,0,55,144,0.0,,1.0,0.0
0.95,2800,0,0,55,144,0.0,,1.0,0.0
0.95,2900,0,0,55,144,0.0,,1.0,0.0
0.95,3000,0,0,55,144,0.0,,1.0,0.0
0.95,3100,0,0,55,144,0.0,,1.0,0.0
0.95,3200,0,0,55,144,0.0,,1.0,0.0
0.95,3300,0,0,55,144,0.0,,1.0,0.0
0.95,3400,0,0,55,144,0.0,,1.0,0.0
0.95,3500,0,0,55,144,0.0,,1.0,0.0
0.95,3600,0,0,55,144,0.0,,1.0,0.0
0.95,3700,0,0,55,144,0.0,,1.0,0.0
0.95,3800,0,0,55,144,0.0,,1.0,0.0
0.95,3900,0,0,55,144,0.0,,1.0,0.0
0.95,4000,0,0,55,144,0.0,,1.0,0.0
0.95,4100,0,0,55,144,0.0,,1.0,0.0
0.95,4200,0,0,55,144,0.0,,1.0,0.0
0.95,4300,0,0,55,144,0.0,,1.0,0.0
0.95,4400,0,0,55,144,0.0,,1.0,0.0
0.95,4500,0,0,55,144,0.0,,1.0,0.0
0.95,4600,0,0,55,144,0.0,,1.0,0.0
0.95,4700,0,0,55,144,0.0,,1.0,0.0
0.95,4800,0,0,55,144,0.0,,1.0,0.0
0.95,4900,0,0,55,144,0.0,,1.0,0.0
0.95,5000,0,0,55,144,0.0,,1.0,0.0
